Nome,Descricao,Estrelas,Forks,Ultima_Atualizacao,Linguagem_Principal,URL
kernel-sanitizers,"Linux Kernel Sanitizers, fast bug-detectors for the Linux kernel",458,88,2025-05-17T11:43:07Z,Python,https://github.com/google/kernel-sanitizers
keyczar,Easy-to-use crypto toolkit,1093,142,2025-06-10T18:18:32Z,,https://github.com/google/keyczar
keystone,A software architectural modeling tool for programmers.,31,7,2023-03-29T17:07:34Z,Elm,https://github.com/google/keystone
keytransparency,A transparent and secure way to look up public keys.,1572,151,2025-06-17T03:24:50Z,Go,https://github.com/google/keytransparency
keytransparency-java,The Java Client for Key Transparency,6,9,2024-10-25T12:33:57Z,Java,https://github.com/google/keytransparency-java
keyword_factory,,40,3,2025-03-02T15:07:57Z,Python,https://github.com/google/keyword_factory
kf,Feels like Cloud Foundry. Runs on Kubernetes.,398,60,2025-06-10T05:05:04Z,Go,https://github.com/google/kf
khll-paper-experiments,,12,5,2024-10-25T12:28:00Z,,https://github.com/google/khll-paper-experiments
kilt,An experimental patchset management tool.,12,3,2024-10-25T12:16:50Z,Go,https://github.com/google/kilt
kinda-tidy,,7,0,2025-03-18T22:52:39Z,Python,https://github.com/google/kinda-tidy
kiosk-app-reference-implementation,,15,2,2025-02-18T03:21:12Z,Kotlin,https://github.com/google/kiosk-app-reference-implementation
kir-holiday-lights,,19,9,2025-01-02T22:55:42Z,Shell,https://github.com/google/kir-holiday-lights
kiwi-solver,Kiwi is a minimalist and extendable Constraint Programming (CP) solver.,52,8,2025-06-25T01:43:55Z,Java,https://github.com/google/kiwi-solver
kleaver,Kleaver is an experimental tool for managing out-of-tree kernel modules.,9,9,2024-10-25T12:24:47Z,C,https://github.com/google/kleaver
kmsan,"KernelMemorySanitizer, a detector of uses of uninitialized memory in the Linux kernel",414,64,2025-05-18T06:31:16Z,C,https://github.com/google/kmsan
knative-gcp,GCP event implementations to use with Knative Eventing.,161,74,2025-04-06T15:37:27Z,Go,https://github.com/google/knative-gcp
knowledge-base-gmail-addon,,7,5,2025-05-24T04:16:12Z,JavaScript,https://github.com/google/knowledge-base-gmail-addon
knusperli,A deblocking JPEG decoder,468,27,2025-05-22T19:32:00Z,C++,https://github.com/google/knusperli
koladata,,23,14,2025-06-25T14:42:18Z,C++,https://github.com/google/koladata
kotlin,The Kotlin Programming Language,152,46,2025-05-24T10:21:18Z,Kotlin,https://github.com/google/kotlin
kotlin-fhir,Kotlin FHIR is a lean and fast implementation of the HL7® FHIR® data model on Kotlin Multiplatform.,26,9,2025-06-23T16:13:31Z,Kotlin,https://github.com/google/kotlin-fhir
Kotlin-FirViewer,,51,6,2025-03-10T08:41:17Z,Kotlin,https://github.com/google/Kotlin-FirViewer
kotlin_convert,,17,1,2025-05-20T03:24:29Z,Kotlin,https://github.com/google/kotlin_convert
kratu,,283,33,2025-05-06T02:36:07Z,JavaScript,https://github.com/google/kratu
ksp,Kotlin Symbol Processing API,3114,317,2025-06-25T14:08:48Z,Kotlin,https://github.com/google/ksp
ktsan,"Kernel Thread Sanitizer, a fast data race detector for the Linux kernel",571,71,2025-05-12T14:49:16Z,,https://github.com/google/ktsan
kube-node-tracer,A wrapper around the network diagnostic utility `tcpdump` to perform rolling packet captures on ephemeral Kubernetes nodes.  ,9,3,2024-12-07T12:49:39Z,Shell,https://github.com/google/kube-node-tracer
kube-startup-cpu-boost,Kube Startup CPU Boost is a controller that increases CPU resource requests and limits during Kubernetes workload startup time,457,20,2025-06-16T17:17:58Z,Go,https://github.com/google/kube-startup-cpu-boost
kunit-docs,,28,8,2025-02-27T06:54:27Z,HTML,https://github.com/google/kunit-docs
kv-s3105c,,6,5,2024-10-25T12:30:55Z,C,https://github.com/google/kv-s3105c
kythe-cloud9,A kythe plugin for cloud9 IDE.,7,3,2025-06-24T16:40:04Z,JavaScript,https://github.com/google/kythe-cloud9
labs-prototypes,,80,22,2025-06-01T06:01:05Z,Jupyter Notebook,https://github.com/google/labs-prototypes
lab_device_proxy,Executes adb and idevice commands on a remote host.,39,8,2025-02-27T07:37:56Z,Python,https://github.com/google/lab_device_proxy
langfun,OO for LLMs,801,59,2025-06-25T09:16:43Z,Python,https://github.com/google/langfun
langsvr,,9,5,2025-02-12T06:14:03Z,C++,https://github.com/google/langsvr
language-jsonnet,Jsonnet language support for the Atom text editor,25,14,2024-01-14T20:05:35Z,,https://github.com/google/language-jsonnet
language-resources,Datasets and tools for basic natural language processing.,383,91,2025-06-15T02:20:26Z,C++,https://github.com/google/language-resources
lasr,"Code for ""LASR: Learning Articulated Shape Reconstruction from a Monocular Video"". CVPR 2021.",172,17,2025-06-24T12:30:58Z,Python,https://github.com/google/lasr
lassie,,53,3,2025-02-12T02:13:03Z,Python,https://github.com/google/lassie
lasso,A simple service for running hundreds of lighthouse tests in parallel via Google Cloud Tasks and Cloud Run. Includes options for blocking specific requests e.g. 3rd party tags.,29,11,2025-04-14T16:48:32Z,JavaScript,https://github.com/google/lasso
last-fm-dashboard,visualize last.fm scrobbles over time,16,15,2024-10-25T12:11:21Z,JavaScript,https://github.com/google/last-fm-dashboard
latency-benchmark,Tests web browser input latency and jank,446,44,2025-05-29T08:46:29Z,C,https://github.com/google/latency-benchmark
latexify_py,A library to generate LaTeX expression from Python code.,7505,399,2025-06-24T05:45:48Z,Python,https://github.com/google/latexify_py
layered-scene-inference,"Code accompanying the paper ""Layer-structured 3D Scene Inference  via View Synthesis"", ECCV 2018",87,20,2025-02-26T10:36:10Z,Python,https://github.com/google/layered-scene-inference
ldif,3D Shape Representation with Local Deep Implicit Functions.,320,33,2025-06-16T15:28:49Z,Python,https://github.com/google/ldif
ldpush,A cross-vendor network device configuration distribution tool,36,24,2024-10-25T12:25:10Z,Python,https://github.com/google/ldpush
learn-oss-with-google,"In this repo, we share code samples from ""Learn Kubernetes with Google"" video series. This repo may expand with series on other projects in the future!",42,11,2025-03-14T19:07:48Z,Python,https://github.com/google/learn-oss-with-google
learned_optimization,,781,67,2025-06-24T06:56:04Z,Python,https://github.com/google/learned_optimization
learn_unsafe_rust,,272,13,2025-05-27T08:15:23Z,,https://github.com/google/learn_unsafe_rust
lecam-gan,Regularizing Generative Adversarial Networks under Limited Data (CVPR 2021),164,16,2025-03-26T17:48:09Z,Jupyter Notebook,https://github.com/google/lecam-gan
Legilimency,,114,13,2024-10-25T12:33:29Z,Python,https://github.com/google/Legilimency
leveldb,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,37775,8025,2025-06-25T02:03:09Z,C++,https://github.com/google/leveldb
lexical-masks,,8,5,2024-10-25T12:08:51Z,Python,https://github.com/google/lexical-masks
libaddressinput,"Google’s postal address library, powering Android and Chromium",596,104,2025-06-20T01:46:52Z,C++,https://github.com/google/libaddressinput
libcppbor,,8,5,2025-02-21T02:05:12Z,C++,https://github.com/google/libcppbor
libcxx,libc++; cloned from http://llvm.org/git/libcxx.git,189,73,2025-04-27T07:27:44Z,C++,https://github.com/google/libcxx
libgep,"Generic, Protobuf-Based Client-Server Protocol",55,20,2024-02-01T08:56:06Z,C++,https://github.com/google/libgep
libhidtelephony,,11,8,2024-10-25T11:35:08Z,TypeScript,https://github.com/google/libhidtelephony
libhoth,Library and tools to interact with a hoth-class root-of-trust chip.  Current owner: cjevans@google.com,15,20,2025-06-25T01:01:18Z,C,https://github.com/google/libhoth
libkml,Reference implementation of OGC KML 2.2,97,55,2025-01-14T08:46:32Z,C++,https://github.com/google/libkml
liblc3,,207,69,2025-06-19T11:02:25Z,C,https://github.com/google/liblc3
libnop,libnop: C++ Native Object Protocols,577,61,2025-06-12T17:10:31Z,C++,https://github.com/google/libnop
libnss-cache,"a NSS module for reading directory service information for Linux hosts from an indexed, local disk cache",61,25,2025-06-16T07:02:59Z,C,https://github.com/google/libnss-cache
libpam-policycache,Password caching module with advanced policies for PAM.,34,18,2024-11-28T16:29:22Z,C,https://github.com/google/libpam-policycache
libphonenumber,"Google's common Java, C++ and JavaScript library for parsing, formatting, and validating international phone numbers.",17300,2107,2025-06-25T15:03:00Z,C++,https://github.com/google/libphonenumber
libprio-cc,,7,4,2024-10-25T12:16:37Z,C++,https://github.com/google/libprio-cc
libprotobuf-mutator,Library for structured fuzzing with protobuffers,619,124,2025-06-18T08:58:58Z,C++,https://github.com/google/libprotobuf-mutator
libprotobuf-mutator-asn1,Library for structured fuzzing of ASN.1 DER/BER,19,8,2025-02-12T06:43:58Z,C++,https://github.com/google/libprotobuf-mutator-asn1
library-wrapper-unity-common,This Unity package contains library code shared by all Library Wrapper generated C# code.,6,1,2025-04-17T18:05:18Z,C#,https://github.com/google/library-wrapper-unity-common
library-wrapper-unity-openjdk8,"This Unity package contains Library Wrapper-generated C# wrappers for a trimmed down version of OpenJDK 8, consisting of java.lang and java.util classes.",6,1,2025-01-23T16:03:15Z,C#,https://github.com/google/library-wrapper-unity-openjdk8
librato.dart,A Dart library to upload metrics data to librato.com.,5,5,2024-10-25T12:09:26Z,Dart,https://github.com/google/librato.dart
libsbc,,20,7,2025-05-23T23:51:58Z,C,https://github.com/google/libsbc
libsxg,Signed HTTP Exchange library,54,22,2024-08-16T19:46:40Z,C,https://github.com/google/libsxg
libtracecmd-rs,Rust wrapper of libtracecmd,25,3,2024-12-29T13:57:28Z,Rust,https://github.com/google/libtracecmd-rs
libtrusttoken,,15,7,2025-06-25T00:33:52Z,C++,https://github.com/google/libtrusttoken
libultrahdr,"Ultra HDR is a true HDR image format, and is backcompatible.  libultrahdr is the reference codec for the Ultra HDR format.  The codecs that support the format can render the HDR intent of the image on HDR displays;  other codecs can still decode and display the SDR intent of the image.",227,40,2025-06-25T03:30:06Z,C++,https://github.com/google/libultrahdr
liburing_cpp,,17,1,2024-01-05T07:30:03Z,C++,https://github.com/google/liburing_cpp
licensecheck,The licensecheck package classifies license files and heuristically determines how well they correspond to known open source licenses.,466,79,2025-06-17T10:10:50Z,Go,https://github.com/google/licensecheck
licenseclassifier,A License Classifier,329,79,2025-06-23T04:04:29Z,Go,https://github.com/google/licenseclassifier
lifetime_value,,349,96,2025-06-19T14:01:50Z,Jupyter Notebook,https://github.com/google/lifetime_value
light-my-piano,Teaches you to play the piano by lighting up the piano key you need to press,88,21,2024-11-30T14:44:15Z,Python,https://github.com/google/light-my-piano
lightweight_mmm,LightweightMMM 🦇 is a lightweight Bayesian Marketing Mix Modeling (MMM) library that allows users to easily train MMMs and obtain channel attribution information.,973,215,2025-06-19T21:39:39Z,Python,https://github.com/google/lightweight_mmm
linear-book-scanner,,78,25,2025-05-27T05:40:03Z,Python,https://github.com/google/linear-book-scanner
link-diver,"A feature-rich chrome extension that extracts all of the links on a page. Filter links by a regex, highlight them on the original page, and more!",57,8,2025-06-24T15:53:16Z,TypeScript,https://github.com/google/link-diver
link022,Link022 - an open WiFi access point,120,28,2025-05-13T03:02:19Z,Go,https://github.com/google/link022
lintush,Interactive CLI for conventional commit messages 🦄,58,7,2025-02-20T06:30:49Z,JavaScript,https://github.com/google/lintush
linux-sensor,,32,11,2024-09-28T15:39:27Z,C,https://github.com/google/linux-sensor
lipsync,,224,54,2025-05-18T21:30:32Z,JavaScript,https://github.com/google/lipsync
liquidfun,2D physics engine for games,4832,648,2025-06-24T08:55:53Z,C++,https://github.com/google/liquidfun
LiquidFunPaint,,166,54,2025-04-15T20:12:53Z,Java,https://github.com/google/LiquidFunPaint
lisp-koans,"Common Lisp Koans is a language learning exercise in the same vein as the ruby koans, python koans and others.   It is a port of the prior koans with some modifications to highlight lisp-specific features.  Structured as ordered groups of broken unit tests, the project guides the learner progressively through many Common Lisp language features. ",3169,569,2025-06-17T15:07:17Z,Common Lisp,https://github.com/google/lisp-koans
litmus,Litmus is a comprehensive LLM testing and evaluation tool designed for GenAI Application Development. It provides a robust platform with a user-friendly UI for streamlining the process of building and assessing the performance of your LLM-powered applications. ,33,3,2025-05-28T22:29:32Z,Vue,https://github.com/google/litmus
live-transcribe-speech-engine,Live Transcribe is an Android application that provides real-time captioning for people who are deaf or hard of hearing. This repository contains the Android client libraries for communicating with Google's Cloud Speech API that are used in Live Transcribe.,1464,220,2025-06-20T15:40:34Z,Java,https://github.com/google/live-transcribe-speech-engine
lkml-gerrit-bridge,,7,8,2024-11-18T14:52:05Z,Python,https://github.com/google/lkml-gerrit-bridge
lk_onload_stub,,8,1,2024-12-27T05:57:29Z,C,https://github.com/google/lk_onload_stub
lldb-eval,lldb-eval is a library for evaluating expressions in the debugger context,84,19,2025-06-23T22:42:08Z,C++,https://github.com/google/lldb-eval
LLpatch,LLpatch: Userspace tool to generate Linux kernel livepatch,36,7,2025-06-18T17:37:59Z,C++,https://github.com/google/LLpatch
llvm-bazel,,169,49,2025-06-08T19:53:18Z,Starlark,https://github.com/google/llvm-bazel
llvm-memprof,,3,0,2025-06-18T07:55:17Z,C++,https://github.com/google/llvm-memprof
llvm-premerge-checks,CI system for premerge-testing in LLVM project,41,37,2025-06-05T23:42:38Z,Python,https://github.com/google/llvm-premerge-checks
llvm-project,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies. Note: the repository does not accept github pull requests at this moment. Please submit your patches at http://reviews.llvm.org.,8,3,2024-10-25T12:18:11Z,,https://github.com/google/llvm-project
llvm-propeller,PROPELLER: Profile Guided Optimizing Large Scale LLVM-based Relinker,425,41,2025-06-23T14:25:32Z,C++,https://github.com/google/llvm-propeller
lmctfy,"lmctfy is the open source version of Google’s container stack, which provides Linux application containers.",3409,239,2025-05-14T01:07:26Z,C++,https://github.com/google/lmctfy
lmeval,,208,21,2025-06-24T14:37:06Z,Python,https://github.com/google/lmeval
loaner,Automated Chromebook loaner management,171,63,2025-01-14T14:13:33Z,Python,https://github.com/google/loaner
localized-narratives,Localized Narratives,85,14,2025-06-25T03:09:39Z,HTML,https://github.com/google/localized-narratives
localsubnetsetd,maintain nftables sets for local subnets,6,3,2024-10-25T12:12:32Z,Python,https://github.com/google/localsubnetsetd
localtoast,,113,13,2025-06-23T13:09:43Z,Go,https://github.com/google/localtoast
log4jscanner,A log4j vulnerability filesystem scanner and Go package for analyzing JAR files.,1568,116,2025-06-12T05:00:02Z,Go,https://github.com/google/log4jscanner
logger,Cross platform Go logging library.,892,82,2025-06-20T17:39:34Z,Go,https://github.com/google/logger
LogicLM,Natural language OLAP engine and analytics system.,22,2,2025-05-16T18:20:59Z,HTML,https://github.com/google/LogicLM
longbet,,22,5,2025-02-11T18:36:25Z,C++,https://github.com/google/longbet
longt5,,2,0,2023-04-21T11:54:57Z,,https://github.com/google/longt5
look-before-you-speak,Look Before you Speak Project Webpage: https://google.github.io/look-before-you-speak/,5,3,2025-06-15T14:02:38Z,HTML,https://github.com/google/look-before-you-speak
looker-studio-dashboard-cloner,,32,4,2025-01-29T16:36:58Z,TypeScript,https://github.com/google/looker-studio-dashboard-cloner
lottie-tools,A Rust library for fast verification of Lottie assets against Lottie spec and other profiles (such as Wear OS low power profile),1,1,2025-05-19T18:31:34Z,Rust,https://github.com/google/lottie-tools
loudness_ebur128,,0,2,2025-04-17T16:52:50Z,C++,https://github.com/google/loudness_ebur128
lovefield,"Lovefield is a relational database for web apps. Written in JavaScript, works cross-browser. Provides SQL-like APIs that are fast, safe, and easy to use.",6804,369,2025-06-03T09:50:59Z,JavaScript,https://github.com/google/lovefield
lullaby,A collection of C++ libraries designed to help teams develop virtual and augmented reality experiences,1192,160,2025-05-24T09:31:30Z,C++,https://github.com/google/lullaby
lut3d_utils,,10,1,2024-12-01T03:44:43Z,Python,https://github.com/google/lut3d_utils
lvmd,LVMd – the gRPC Wrapper for LVM ,28,20,2024-10-25T12:20:58Z,Go,https://github.com/google/lvmd
lyra,A Very Low-Bitrate Codec for Speech Compression,3876,360,2025-06-25T08:33:44Z,C++,https://github.com/google/lyra
MAB,R package for Multi-Armed Bandit Simulation Study,37,11,2024-10-25T12:34:04Z,R,https://github.com/google/MAB
macops,"Utilities, tools, and scripts for managing and tracking a fleet of Macintoshes in a corporate environment",825,85,2025-06-04T13:08:46Z,Python,https://github.com/google/macops
macops-keychainminder,SecurityAgentPlugin for monitoring keychain password synchronization,95,17,2024-10-25T12:22:13Z,Objective-C,https://github.com/google/macops-keychainminder
macops-MOLAuthenticatingURLSession,A wrapper around NSURLSession providing validation of server certificates and easy-to-use client certificate authentication.,23,10,2024-10-25T11:42:37Z,Objective-C,https://github.com/google/macops-MOLAuthenticatingURLSession
macops-molcertificate,Objective-C wrapper around SecCertificateRef,36,10,2024-12-21T06:42:50Z,Objective-C,https://github.com/google/macops-molcertificate
macops-molcodesignchecker,Simple Objective-C code signature validation,33,15,2024-12-21T06:42:52Z,Objective-C,https://github.com/google/macops-molcodesignchecker
macops-MOLFCMClient,,13,6,2024-10-25T12:30:01Z,Objective-C,https://github.com/google/macops-MOLFCMClient
macops-MOLXPCConnection,An NSXPCConnection wrapper that does signature validation,26,11,2024-10-25T11:42:36Z,Objective-C,https://github.com/google/macops-MOLXPCConnection
macops-MOMenu,MOMenu is a statusbar item with a plug-in architecture.,47,9,2025-01-23T06:32:17Z,Objective-C,https://github.com/google/macops-MOMenu
macops-planb,Plan B is a remediation program for managed Macs,154,17,2025-03-11T23:49:38Z,Objective-C,https://github.com/google/macops-planb
maddpg-replication,,28,14,2025-03-22T13:11:16Z,Jupyter Notebook,https://github.com/google/maddpg-replication
madi,Multivariate Anomaly Detection with Interpretability (MADI) published in ICML 2020,77,24,2025-06-13T22:50:17Z,Python,https://github.com/google/madi
magic-github-proxy,An access-limiting stateless GitHub API Proxy,149,8,2024-10-25T12:00:11Z,Python,https://github.com/google/magic-github-proxy
magika,Detect file content types with deep learning,8687,449,2025-06-25T14:45:16Z,Python,https://github.com/google/magika
magritte,Mediapipe-based library to redact faces from videos and images,441,18,2025-06-19T01:16:35Z,C++,https://github.com/google/magritte
mail-importer,"Mail Importer for Gmail will upload the contents of a Thunderbird mail archive to Gmail and do its best to preserve the read state, flagged state, and folders of the messages.",258,91,2025-05-24T14:41:13Z,Java,https://github.com/google/mail-importer
makani,"Makani was a project to develop a commercial-scale airborne wind turbine, culminating in a flight test of the Makani M600 off the coast of Norway. All Makani software has now been open-sourced. This repository contains the working Makani flight simulator, controller (autopilot), visualizer, and command center flight monitoring tools. Additionally, almost all avionics firmware is also included, albeit potentially not in a buildable state, due to the removal of some third-party proprietary code. We hope that this code will be inspirational and useful to the kite-based windpower and wider communities.",1181,119,2025-06-12T08:34:51Z,C++,https://github.com/google/makani
makerfaire-booth,Code snippets for the Maker Faire 2016 Installation.  This is not an official Google Product.,14,10,2024-10-25T12:10:08Z,Python,https://github.com/google/makerfaire-booth
makerspace-auth,Designs for our makerspace access control devices,64,28,2025-06-01T02:47:46Z,Python,https://github.com/google/makerspace-auth
makerspace-emonth,,8,10,2024-10-25T12:34:21Z,KiCad,https://github.com/google/makerspace-emonth
makerspace-lipo-charger,,9,7,2024-10-25T12:02:01Z,Makefile,https://github.com/google/makerspace-lipo-charger
makerspace-partsbin,,17,12,2024-10-25T12:02:04Z,Python,https://github.com/google/makerspace-partsbin
maketrace,,19,15,2024-11-08T06:02:32Z,C++,https://github.com/google/maketrace
making_with_ml,,346,189,2025-06-15T10:26:37Z,Jupyter Notebook,https://github.com/google/making_with_ml
mako,Mako - A performance testing library and service,58,14,2025-01-17T09:53:04Z,C++,https://github.com/google/mako
maldoca,Malicious Microsoft Office document analyzer,65,17,2025-02-24T12:56:38Z,C++,https://github.com/google/maldoca
malt-example-models,,10,0,2025-03-22T10:14:54Z,,https://github.com/google/malt-example-models
mandiant-ti-client,,16,6,2025-01-28T14:14:01Z,Python,https://github.com/google/mandiant-ti-client
mangle,,1116,40,2025-06-24T14:08:09Z,Go,https://github.com/google/mangle
mannequinchallenge,"Inference code and trained models for ""Learning the Depths of Moving People by Watching Frozen People.""",497,103,2025-05-19T19:47:38Z,Python,https://github.com/google/mannequinchallenge
maps-for-work-samples,,140,149,2025-06-05T07:18:29Z,,https://github.com/google/maps-for-work-samples
marl,A hybrid thread / fiber task scheduler written in C++ 11,1955,194,2025-06-23T13:32:53Z,C++,https://github.com/google/marl
marmot,Marmot workflow execution engine,188,13,2025-02-01T05:12:29Z,Go,https://github.com/google/marmot
martian,Martian is a library for building custom HTTP/S proxies,2022,248,2025-06-19T02:56:06Z,Go,https://github.com/google/martian
martian-java,Configure a Martian Proxy from Java,12,12,2024-10-25T12:02:35Z,Java,https://github.com/google/martian-java
marzipano,A 360° media viewer for the modern web.,2098,1025,2025-06-25T08:58:39Z,JavaScript,https://github.com/google/marzipano
matched_markets,Matched Markets is a Python library for design and analysis of Geo experiments using Matched Markets and Time Based Regression.,90,25,2025-06-17T03:31:07Z,Python,https://github.com/google/matched_markets
material-design-icons,Material Design icons by Google (Material Symbols),51716,9660,2025-06-25T11:39:36Z,,https://github.com/google/material-design-icons
material-design-lite,Material Design Components in HTML/CSS/JS,32281,4986,2025-06-24T22:13:30Z,HTML,https://github.com/google/material-design-lite
mathfu,C++ math library developed primarily for games focused on simplicity and efficiency.,1400,188,2025-06-19T20:38:19Z,C++,https://github.com/google/mathfu
mathsteps,Step by step math solutions for everyone,2139,280,2025-06-18T22:13:11Z,JavaScript,https://github.com/google/mathsteps
matr,,8,2,2024-09-29T17:34:16Z,Rust,https://github.com/google/matr
mawfs,,63,12,2024-10-25T11:43:53Z,Go,https://github.com/google/mawfs
mcafp,,38,17,2025-01-21T03:53:20Z,Python,https://github.com/google/mcafp
mcic-coco,,24,13,2024-01-04T16:09:59Z,,https://github.com/google/mcic-coco
mcp-security,,245,43,2025-06-25T14:48:38Z,Python,https://github.com/google/mcp-security
mcp2221-rs,,7,7,2025-05-18T18:51:12Z,Rust,https://github.com/google/mcp2221-rs
mdbook-i18n-helpers,Translation support for mdbook. The plugins here give you a structured way to maintain a translated book.,175,32,2025-06-20T20:12:43Z,Rust,https://github.com/google/mdbook-i18n-helpers
mdoc-credential,,8,1,2024-10-14T19:59:37Z,Kotlin,https://github.com/google/mdoc-credential
mechahamster,Mecha Hamster is a game where you roll through customizable environments that you can share with your friends.,507,202,2025-06-04T02:15:29Z,C#,https://github.com/google/mechahamster
mediapy,This Python library makes it easy to display images and videos in a notebook.,434,20,2025-06-20T03:58:54Z,Jupyter Notebook,https://github.com/google/mediapy
meet-on-fhir,Google Meet SMART on FHIR reference implementation,27,15,2024-10-25T12:18:15Z,JavaScript,https://github.com/google/meet-on-fhir
megalista,"First Party data integration solution built for marketing teams to enable audience and conversion onboarding into Google Marketing products (Google Ads, Campaign Manager, Google Analytics).",137,55,2025-06-06T15:22:13Z,Python,https://github.com/google/megalista
memcache-collections,"Concurrent, distributed data structures on top of memcache",66,29,2025-01-02T13:34:40Z,Python,https://github.com/google/memcache-collections
memcpy-gemm,,16,7,2025-02-15T08:55:35Z,C++,https://github.com/google/memcpy-gemm
memutil,,3,0,2025-03-24T11:58:22Z,Python,https://github.com/google/memutil
mentornet,Code for MentorNet: Learning Data-Driven Curriculum for Very Deep Neural Networks,323,63,2025-06-10T20:51:58Z,Python,https://github.com/google/mentornet
merchant-api-samples,"Merchant API Code Samples in Java, Python and PHP. Merchant API is a redesign of the Content API for Shopping.",6,3,2025-06-18T19:04:35Z,Java,https://github.com/google/merchant-api-samples
merchant_center_repor_builder,,11,1,2024-10-25T11:32:16Z,Python,https://github.com/google/merchant_center_repor_builder
merge_pyi,,15,12,2023-03-29T17:08:22Z,Python,https://github.com/google/merge_pyi
meridian,Meridian is an MMM framework that enables advertisers to set up and run their own in-house models.,1037,164,2025-06-25T11:55:52Z,Python,https://github.com/google/meridian
merror,MError is a library for error handling in C++ without exceptions. It requires C++17 and only works for gcc or clang compilers.,6,5,2024-10-25T12:13:25Z,C++,https://github.com/google/merror
metamath.js,"A metamath parser, verifier and renderer in JS",14,7,2025-05-15T06:32:32Z,JavaScript,https://github.com/google/metamath.js
metaserver,EC2/NoColud-compatible metadata server,10,5,2025-05-08T13:25:33Z,Go,https://github.com/google/metaserver
meta_tagger,,48,17,2024-10-25T12:27:54Z,Python,https://github.com/google/meta_tagger
meterstick,A concise syntax to describe and execute routine data analysis tasks,108,20,2025-06-24T19:05:49Z,Jupyter Notebook,https://github.com/google/meterstick
metrax,A JAX-native High Performance Eval Metrics Library,14,8,2025-06-18T11:37:57Z,Python,https://github.com/google/metrax
metrosvg,,13,12,2023-03-29T17:08:24Z,C++,https://github.com/google/metrosvg
microdhcpd,DHCP server that talks GRPC,15,8,2024-10-25T12:34:34Z,Go,https://github.com/google/microdhcpd
microscopeimagequality,,90,32,2025-02-19T20:58:18Z,Python,https://github.com/google/microscopeimagequality
midi-dump-tools,A collection of tools that dump MIDI to a variety of formats,31,10,2024-12-18T18:33:15Z,C,https://github.com/google/midi-dump-tools
mimosa,Multiple input multiple output switch (MIMOSA) hardware.,22,5,2024-10-25T12:08:54Z,C++,https://github.com/google/mimosa
minetest_pnr,Place & Router for Minetest,18,7,2024-08-07T22:53:02Z,Rust,https://github.com/google/minetest_pnr
minijail,sandboxing and containment tool used in ChromeOS and Android,315,31,2025-06-15T00:04:21Z,C,https://github.com/google/minijail
minimalloc,A lightweight memory allocator for hardware-accelerated machine learning,150,12,2025-06-18T08:06:03Z,C++,https://github.com/google/minimalloc
minions,Distributed filesystem scanner,132,12,2025-03-24T06:10:11Z,Go,https://github.com/google/minions
minja,A minimalistic C++ Jinja templating engine for LLM chat templates,156,18,2025-06-16T15:24:50Z,C++,https://github.com/google/minja
mint-line-follower,,3,1,2025-03-15T16:27:40Z,Python,https://github.com/google/mint-line-follower
mipnerf,,929,112,2025-06-13T07:58:09Z,Python,https://github.com/google/mipnerf
mipsqa,,26,10,2025-01-23T05:53:41Z,Python,https://github.com/google/mipsqa
mirandum,,12,8,2023-03-29T17:08:27Z,Python,https://github.com/google/mirandum
mirror-branch-action,A Github Action to mirror one branch to another within the same repository,24,10,2024-07-20T05:58:27Z,TypeScript,https://github.com/google/mirror-branch-action
ml-compiler-opt,Infrastructure for Machine Learning Guided Optimization (MLGO) in LLVM.,703,104,2025-06-16T20:40:27Z,Python,https://github.com/google/ml-compiler-opt
ml-edu,,4,1,2025-04-20T22:57:49Z,Python,https://github.com/google/ml-edu
ml-fairness-gym,,315,81,2025-06-15T11:39:38Z,Python,https://github.com/google/ml-fairness-gym
ml-metadata,For recording and retrieving metadata associated with ML developer and data scientist workflows.,651,163,2025-06-18T04:38:06Z,C++,https://github.com/google/ml-metadata
ml-metrics,,18,4,2025-06-18T19:05:59Z,Python,https://github.com/google/ml-metrics
mlir-hs,Haskell bindings for MLIR,108,15,2025-06-22T09:22:39Z,Haskell,https://github.com/google/mlir-hs
mlir-npcomp,npcomp - An aspirational MLIR based numpy compiler,51,5,2024-10-25T12:19:05Z,,https://github.com/google/mlir-npcomp
ml_collections,ML Collections is a library of Python Collections designed for ML use cases.,959,44,2025-06-24T16:26:11Z,Python,https://github.com/google/ml_collections
mobile-data-download,A standalone Android library for downloading and managing files on device.,25,4,2025-05-01T06:28:31Z,Java,https://github.com/google/mobile-data-download
mobly,E2E test framework for tests with complex environment requirements.,699,197,2025-06-22T02:51:27Z,Python,https://github.com/google/mobly
mobly-android-screen-recorder,,2,1,2025-04-23T11:08:52Z,Python,https://github.com/google/mobly-android-screen-recorder
mobly-bluetooth-ref-validation,"A Python test suite that validates Bluetooth classic, BLE and LE Audio functionality of Bluetooth development board end-to-end, utilizing Mobly test framework.",2,1,2025-05-13T01:25:42Z,Python,https://github.com/google/mobly-bluetooth-ref-validation
mobly-bundled-snippets,Snippets to allow Mobly tests to control Android devices by exposing a simplified Android API.,53,59,2025-05-02T17:02:04Z,Java,https://github.com/google/mobly-bundled-snippets
mobly-cros,,1,1,2025-04-17T16:47:09Z,Python,https://github.com/google/mobly-cros
